Open,High,Low,Close,Volume,Tomorrow,Target
0.2693225238921027,0.2727974327672939,0.2658476382159134,0.2710599899291992,143684800,0.2675849795341491,0
0.2710598870909848,0.2745355834135807,0.2675849795341491,0.2675849795341491,84481600,0.2684537172317505,1
0.2693224267379225,0.2693224267379225,0.2606343805174734,0.2684537172317505,242905600,0.2641100883483886,0
0.2675849961206192,0.2693224384072374,0.2623726460617706,0.2641100883483886,143696000,0.2588969767093658,0
0.2658475817494887,0.2658475817494887,0.2554220685722504,0.2588969767093658,208521600,0.258028119802475,0
0.2588968522187729,0.2606342938523832,0.2554219457525668,0.258028119802475,242457600,0.2623725533485412,1
0.2554219514943691,0.2641099950212086,0.2554219514943691,0.2623725533485412,153798400,0.2606344521045685,0
0.2588970094160167,0.2623727067581116,0.2571595435284652,0.2606344521045685,170083200,0.2675849795341491,1
0.2606343756547176,0.2693224217130705,0.2597656661647534,0.2675849795341491,154526400,0.2727972269058227,1
0.2658474375989744,0.2736667480342621,0.2641099728730242,0.2727972269058227,201723200,0.274535596370697,1
0.274535596370697,0.2762730386316195,0.2710598998840604,0.274535596370697,99915200,0.2675849795341491,0
0.2710598870909848,0.2754042929035449,0.2675849795341491,0.2675849795341491,108684800,0.2701911628246307,1
0.2693224301085928,0.2710598955406686,0.2658475456424283,0.2701911628246307,85232000,0.2710599899291992,1
0.2710599899291992,0.2727974327672939,0.2693225238921027,0.2710599899291992,80001600,0.2641100883483886,0
0.2710599038928499,0.272797346179468,0.2623726460617706,0.2641100883483886,147840000,0.2658475637435913,1
0.2641100981932139,0.2675850060949734,0.2641100981932139,0.2658475637435913,79542400,0.2641100883483886,0
0.2675849961206192,0.2675849961206192,0.2641100883483886,0.2641100883483886,57590400,0.2552250027656555,0
0.2613221318146342,0.2630649728244573,0.2526119507818375,0.2552250027656555,221905600,0.2517409324645996,0
0.2543540077788391,0.256967059832868,0.2508699306200636,0.2517409324645996,148187200,0.2569670975208282,1
0.2491271261015261,0.2578380994931092,0.2473850988967501,0.2569670975208282,187992000,0.2543541491031647,0
0.2526120979257527,0.2560961770203531,0.2508700700085642,0.2543541491031647,48294400,0.2543541491031647,0
0.2543541491031647,0.2560961770203531,0.2508700700085642,0.2543541491031647,139361600,0.2560961246490478,1
0.2543540970881016,0.2560961246490478,0.2508700187059904,0.2560961246490478,92668800,0.2621939778327942,1
0.2560960572368734,0.2648070301164891,0.2560960572368734,0.2621939778327942,167843200,0.2700331807136535,1
0.2630650478560856,0.2717752313732079,0.2613222063491678,0.2700331807136535,212161600,0.2735171318054199,1
0.2665490021824697,0.27787302401944,0.2648069523315778,0.2735171318054199,333715200,0.2752600610256195,1
0.2752600610256195,0.27874413858766,0.2700331422052016,0.2752600610256195,154414400,0.2752600610256195,0
0.2735172197672421,0.2770020881765331,0.2717751926163285,0.2752600610256195,104932800,0.2743889987468719,0
0.2717751558963053,0.2752600238347497,0.2700331057205499,0.2743889987468719,98134400,0.2726461589336395,0
0.2735171606908639,0.2735171606908639,0.2700330838813415,0.2726461589336395,59460800,0.2726461589336395,0
0.2735171606908639,0.2752600015728089,0.2700330838813415,0.2726461589336395,44956800,0.2682911157608032,0
0.2735172204875198,0.2752600617504868,0.2682911157608032,0.2682911157608032,117880000,0.2700331807136535,1
0.2682911533143157,0.2700331807136535,0.2665491259149778,0.2700331807136535,122550400,0.2770021259784698,1
0.268291151667455,0.278744176627331,0.268291151667455,0.2770021259784698,193300800,0.2752600610256195,0
0.27874413858766,0.2822281928894873,0.2735172197672421,0.2752600610256195,112571200,0.2796151638031006,1
0.275260083933272,0.2822282163770407,0.2735172425298521,0.2796151638031006,183489600,0.2839702665805816,1
0.2804861887329153,0.2857122938743072,0.2787441614391898,0.2839702665805816,234326400,0.2857122719287872,1
0.2857122719287872,0.2891971403560965,0.2830992195587994,0.2857122719287872,274187200,0.2909391820430755,1
0.2857122633525291,0.2926812091507056,0.2857122633525291,0.2909391820430755,241964800,0.2857122719287872,0
0.2909391907762306,0.2926812179361513,0.2839702447688665,0.2857122719287872,106030400,0.2865839600563049,1
0.2857121443881579,0.2883259864385928,0.2857121443881579,0.2865839600563049,40958400,0.2822283506393432,0
0.2857124301487893,0.2891973005059279,0.2822283506393432,0.2822283506393432,59987200,0.2804862856864929,0
0.2822283135823721,0.2839703647384745,0.2770022066345113,0.2804862856864929,51542400,0.2822283506393432,1
0.2804863225147334,0.2839704020241794,0.2804863225147334,0.2822283506393432,117812800,0.2804862856864929,0
0.2822283135823721,0.2874552346380448,0.2804862856864929,0.2804862856864929,81692800,0.2813571691513061,1
0.2804861440132089,0.2822281710291919,0.2787441169972259,0.2813571691513061,100016000,0.2926812767982483,1
0.2839703018790705,0.2935523021834901,0.2822282511085868,0.2926812767982483,239948800,0.2944233119487762,1
0.2926812843933051,0.301392259538532,0.2874551784666732,0.2944233119487762,307328000,0.2970363795757293,1
0.2944233034278202,0.3031343015811593,0.2944233034278202,0.2970363795757293,198665600,0.2996499836444855,1
0.2996499836444855,0.3005209850702586,0.2944230679420708,0.2996499836444855,79307200,0.2970363795757293,0
0.296165354193093,0.2987791979281954,0.289197197652438,0.2970363795757293,103320000,0.2935522198677063,0
0.29442322174849,0.2961652720304806,0.2874550904011624,0.2935522198677063,156128000,0.2979072630405426,1
0.2944231861579363,0.2996501039590464,0.2926811593467374,0.2979072630405426,150315200,0.3013920783996582,1
0.2979072112754942,0.3031341281683631,0.2952941598826415,0.3013920783996582,193905600,0.304876297712326,1
0.3013922198005343,0.3066183250381141,0.2996501924747463,0.304876297712326,168593600,0.2813571691513061,0
0.3013921662004409,0.3031342164766354,0.2787441169972259,0.2813571691513061,756604800,0.2770021259784698,0
0.2839702820534815,0.2865841256139152,0.2752600985898251,0.2770021259784698,487928000,0.2822283506393432,1
0.2822283506393432,0.2857124301487893,0.2787442943901235,0.2822283506393432,255987200,0.2857122719287872,1
0.2822281943487324,0.2891971403560965,0.2804861671888117,0.2857122719287872,173734400,0.2857122719287872,0
0.2839702447688665,0.2874551131961759,0.2839702447688665,0.2857122719287872,180532800,0.2900682091712951,1
0.2857123148791095,0.2909392345123009,0.2839702874573148,0.2900682091712951,223294400,0.2891971468925476,0
0.2909391973520556,0.2926812245513497,0.285712278386473,0.2891971468925476,110936000,0.2909391820430755,1
0.283970236244899,0.293552234334627,0.2830992110609777,0.2909391820430755,285264000,0.2621939778327942,0
0.2665490804790941,0.2735172121488762,0.252611979771876,0.2621939778327942,2127171200,0.2604511976242065,0
0.2621940158263728,0.2648070684887156,0.2595801723166869,0.2604511976242065,586499200,0.263064980506897,1
0.259580112492828,0.263064980506897,0.2560960353259197,0.263064980506897,460353600,0.2735171318054199,1
0.2630649257408918,0.2761309741685481,0.2604510833777635,0.2735171318054199,487558400,0.2770021259784698,1
0.2752600985898251,0.2804862040159757,0.2735172570936056,0.2770021259784698,473491200,0.2735171318054199,0
0.2787440489448859,0.280486075535572,0.2717751052147338,0.2735171318054199,178908800,0.2682911157608032,0
0.2752600617504868,0.2752600617504868,0.2665490886053021,0.2682911157608032,116737600,0.2717751562595367,1
0.2665490522457059,0.2735171831774103,0.2665490522457059,0.2717751562595367,165155200,0.2665490508079529,0
0.2717751547935943,0.275260022717899,0.2648070006392657,0.2665490508079529,157012800,0.2665490508079529,0
0.2665490508079529,0.2717751547935943,0.2648070006392657,0.2665490508079529,160809600,0.2595802247524261,0
0.2665491729472359,0.2665491729472359,0.257838173785489,0.2595802247524261,348342400,0.257838100194931,0
0.2560960729854132,0.2595801506646628,0.2560960729854132,0.257838100194931,235188800,0.2491271346807479,0
